0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:53:54 +0900] "GET /semi_about30s/reviewList.jsp HTTP/1.1" 200 3257
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:53:55 +0900] "GET /semi_about30s/BoardList.jsp HTTP/1.1" 200 2368
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:53:55 +0900] "GET /semi_about30s/css/boardList-styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:55:03 +0900] "GET /semi_about30s/BoardPost.jsp HTTP/1.1" 200 2700
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:55:03 +0900] "GET /semi_about30s/css/boardPost-styles.css HTTP/1.1" 200 4387
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:08 +0900] "POST /semi_about30s/BoardPostServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:09 +0900] "GET /semi_about30s/BoardList.jsp HTTP/1.1" 200 228893
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:13 +0900] "GET /semi_about30s/BoardDetail.jsp?boardno=3 HTTP/1.1" 200 229320
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:13 +0900] "GET /semi_about30s/css/boardDetail-styles.css HTTP/1.1" 200 3671
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:15 +0900] "POST /semi_about30s/BoardDelete.jsp?boardno=3 HTTP/1.1" 200 659
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:15 +0900] "GET /semi_about30s/product-retrieve.css HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:16 +0900] "GET /semi_about30s/BoardList.jsp HTTP/1.1" 200 2368
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:17 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:24 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:24 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 15807869
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:37 +0900] "GET /semi_about30s/BoardList.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:38 +0900] "GET /semi_about30s/BoardPost.jsp HTTP/1.1" 200 2741
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:51 +0900] "POST /semi_about30s/BoardPostServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:56:51 +0900] "GET /semi_about30s/BoardList.jsp HTTP/1.1" 200 228934
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:57:09 +0900] "GET /semi_about30s/BoardPost.jsp HTTP/1.1" 200 2741
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:57:27 +0900] "POST /semi_about30s/BoardPostServlet HTTP/1.1" 302 -
